,Tissue,cell_ontology_class,age,dataset,cell_id,seurat_clusters
501_1m 10x,limb_muscle,Schwann cell,1m,1m 10x,501_1m 10x,2
502_1m 10x,limb_muscle,skeletal muscle satellite cell,1m,1m 10x,502_1m 10x,3
503_1m 10x,limb_muscle,smooth muscle cell,1m,1m 10x,503_1m 10x,24
504_1m 10x,limb_muscle,T cell,1m,1m 10x,504_1m 10x,1
505_21m 10x,limb_muscle,B cell,21m,21m 10x,505_21m 10x,8
506_21m 10x,limb_muscle,endothelial cell,21m,21m 10x,506_21m 10x,0
507_21m 10x,limb_muscle,macrophage,21m,21m 10x,507_21m 10x,20
508_21m 10x,limb_muscle,mesenchymal stem cell,21m,21m 10x,508_21m 10x,5
509_21m 10x,limb_muscle,skeletal muscle satellite cell,21m,21m 10x,509_21m 10x,3
510_21m 10x,limb_muscle,smooth muscle cell,21m,21m 10x,510_21m 10x,24
511_21m 10x,limb_muscle,T cell,21m,21m 10x,511_21m 10x,1
512_24m 10x,limb_muscle,B cell,24m,24m 10x,512_24m 10x,8
513_24m 10x,limb_muscle,endothelial cell,24m,24m 10x,513_24m 10x,0
514_24m 10x,limb_muscle,macrophage,24m,24m 10x,514_24m 10x,20
515_24m 10x,limb_muscle,mesenchymal stem cell,24m,24m 10x,515_24m 10x,5
516_24m 10x,limb_muscle,Schwann cell,24m,24m 10x,516_24m 10x,2
517_24m 10x,limb_muscle,skeletal muscle cell,24m,24m 10x,517_24m 10x,3
518_24m 10x,limb_muscle,skeletal muscle satellite cell,24m,24m 10x,518_24m 10x,3
519_24m 10x,limb_muscle,smooth muscle cell,24m,24m 10x,519_24m 10x,24
520_24m 10x,limb_muscle,T cell,24m,24m 10x,520_24m 10x,1
521_30m 10x,limb_muscle,B cell,30m,30m 10x,521_30m 10x,8
522_30m 10x,limb_muscle,endothelial cell,30m,30m 10x,522_30m 10x,0
523_30m 10x,limb_muscle,macrophage,30m,30m 10x,523_30m 10x,20
524_30m 10x,limb_muscle,mesenchymal stem cell,30m,30m 10x,524_30m 10x,5
525_30m 10x,limb_muscle,Schwann cell,30m,30m 10x,525_30m 10x,2
526_30m 10x,limb_muscle,skeletal muscle cell,30m,30m 10x,526_30m 10x,3
527_30m 10x,limb_muscle,skeletal muscle satellite cell,30m,30m 10x,527_30m 10x,3
528_30m 10x,limb_muscle,smooth muscle cell,30m,30m 10x,528_30m 10x,24
529_30m 10x,limb_muscle,T cell,30m,30m 10x,529_30m 10x,1
530_3m 10x,limb_muscle,B cell,3m,3m 10x,530_3m 10x,8
531_3m 10x,limb_muscle,endothelial cell,3m,3m 10x,531_3m 10x,0
532_3m 10x,limb_muscle,macrophage,3m,3m 10x,532_3m 10x,20
533_3m 10x,limb_muscle,mesenchymal stem cell,3m,3m 10x,533_3m 10x,5
534_3m 10x,limb_muscle,skeletal muscle satellite cell,3m,3m 10x,534_3m 10x,3
535_3m 10x,limb_muscle,smooth muscle cell,3m,3m 10x,535_3m 10x,24
536_3m 10x,limb_muscle,T cell,3m,3m 10x,536_3m 10x,1
537_18m 10x,liver,hepatocyte,18m,18m 10x,537_18m 10x,3
538_18m 10x,liver,Kupffer cell,18m,18m 10x,538_18m 10x,13
539_18m 10x,liver,myeloid leukocyte,18m,18m 10x,539_18m 10x,18
540_18m 10x,liver,NK cell,18m,18m 10x,540_18m 10x,1
541_1m 10x,liver,endothelial cell of hepatic sinusoid,1m,1m 10x,541_1m 10x,12
542_1m 10x,liver,hepatocyte,1m,1m 10x,542_1m 10x,3
543_1m 10x,liver,Kupffer cell,1m,1m 10x,543_1m 10x,13
544_1m 10x,liver,myeloid leukocyte,1m,1m 10x,544_1m 10x,18
545_1m 10x,liver,NK cell,1m,1m 10x,545_1m 10x,1
546_21m 10x,liver,B cell,21m,21m 10x,546_21m 10x,3
547_21m 10x,liver,hepatocyte,21m,21m 10x,547_21m 10x,3
548_21m 10x,liver,NK cell,21m,21m 10x,548_21m 10x,1
549_24m 10x,liver,hepatocyte,24m,24m 10x,549_24m 10x,3
550_30m 10x,liver,B cell,30m,30m 10x,550_30m 10x,10
551_30m 10x,liver,endothelial cell of hepatic sinusoid,30m,30m 10x,551_30m 10x,0
552_30m 10x,liver,Kupffer cell,30m,30m 10x,552_30m 10x,13
553_30m 10x,liver,myeloid leukocyte,30m,30m 10x,553_30m 10x,18
554_30m 10x,liver,NK cell,30m,30m 10x,554_30m 10x,1
555_3m 10x,liver,hepatocyte,3m,3m 10x,555_3m 10x,3
556_18m 10x,lung,adventitial cell,18m,18m 10x,556_18m 10x,5
557_18m 10x,lung,alveolar macrophage,18m,18m 10x,557_18m 10x,20
558_18m 10x,lung,B cell,18m,18m 10x,558_18m 10x,8
559_18m 10x,lung,bronchial smooth muscle cell,18m,18m 10x,559_18m 10x,0
560_18m 10x,lung,CD4-positive  alpha-beta T cell,18m,18m 10x,560_18m 10x,1
561_18m 10x,lung,CD8-positive  alpha-beta T cell,18m,18m 10x,561_18m 10x,1
562_18m 10x,lung,classical monocyte,18m,18m 10x,562_18m 10x,22
563_18m 10x,lung,fibroblast of lung,18m,18m 10x,563_18m 10x,5
564_18m 10x,lung,intermediate monocyte,18m,18m 10x,564_18m 10x,22
565_18m 10x,lung,mature NK T cell,18m,18m 10x,565_18m 10x,1
566_18m 10x,lung,myeloid dendritic cell,18m,18m 10x,566_18m 10x,18
567_18m 10x,lung,neutrophil,18m,18m 10x,567_18m 10x,21
568_18m 10x,lung,NK cell,18m,18m 10x,568_18m 10x,30
569_18m 10x,lung,non-classical monocyte,18m,18m 10x,569_18m 10x,22
570_18m 10x,lung,smooth muscle cell of the pulmonary artery,18m,18m 10x,570_18m 10x,0
571_18m 10x,lung,T cell,18m,18m 10x,571_18m 10x,1
572_18m 10x,lung,type II pneumocyte,18m,18m 10x,572_18m 10x,7
573_18m 10x,lung,vein endothelial cell,18m,18m 10x,573_18m 10x,0
574_1m 10x,lung,alveolar macrophage,1m,1m 10x,574_1m 10x,20
575_1m 10x,lung,B cell,1m,1m 10x,575_1m 10x,8
576_1m 10x,lung,bronchial smooth muscle cell,1m,1m 10x,576_1m 10x,0
577_1m 10x,lung,CD4-positive  alpha-beta T cell,1m,1m 10x,577_1m 10x,1
578_1m 10x,lung,CD8-positive  alpha-beta T cell,1m,1m 10x,578_1m 10x,1
579_1m 10x,lung,classical monocyte,1m,1m 10x,579_1m 10x,22
580_1m 10x,lung,fibroblast of lung,1m,1m 10x,580_1m 10x,5
581_1m 10x,lung,intermediate monocyte,1m,1m 10x,581_1m 10x,22
582_1m 10x,lung,myeloid dendritic cell,1m,1m 10x,582_1m 10x,18
583_1m 10x,lung,neutrophil,1m,1m 10x,583_1m 10x,21
584_1m 10x,lung,NK cell,1m,1m 10x,584_1m 10x,30
585_1m 10x,lung,non-classical monocyte,1m,1m 10x,585_1m 10x,22
586_21m 10x,lung,adventitial cell,21m,21m 10x,586_21m 10x,5
587_21m 10x,lung,alveolar macrophage,21m,21m 10x,587_21m 10x,20
588_21m 10x,lung,B cell,21m,21m 10x,588_21m 10x,8
589_21m 10x,lung,basophil,21m,21m 10x,589_21m 10x,9
590_21m 10x,lung,bronchial smooth muscle cell,21m,21m 10x,590_21m 10x,0
591_21m 10x,lung,CD4-positive  alpha-beta T cell,21m,21m 10x,591_21m 10x,1
592_21m 10x,lung,CD8-positive  alpha-beta T cell,21m,21m 10x,592_21m 10x,1
593_21m 10x,lung,classical monocyte,21m,21m 10x,593_21m 10x,22
594_21m 10x,lung,fibroblast of lung,21m,21m 10x,594_21m 10x,5
595_21m 10x,lung,mature NK T cell,21m,21m 10x,595_21m 10x,1
596_21m 10x,lung,myeloid dendritic cell,21m,21m 10x,596_21m 10x,18
597_21m 10x,lung,NK cell,21m,21m 10x,597_21m 10x,30
598_21m 10x,lung,non-classical monocyte,21m,21m 10x,598_21m 10x,22
599_21m 10x,lung,T cell,21m,21m 10x,599_21m 10x,1
600_21m 10x,lung,vein endothelial cell,21m,21m 10x,600_21m 10x,0
601_30m 10x,lung,alveolar macrophage,30m,30m 10x,601_30m 10x,20
602_30m 10x,lung,B cell,30m,30m 10x,602_30m 10x,8
603_30m 10x,lung,basophil,30m,30m 10x,603_30m 10x,12
604_30m 10x,lung,bronchial smooth muscle cell,30m,30m 10x,604_30m 10x,0
605_30m 10x,lung,CD4-positive  alpha-beta T cell,30m,30m 10x,605_30m 10x,1
606_30m 10x,lung,CD8-positive  alpha-beta T cell,30m,30m 10x,606_30m 10x,1
607_30m 10x,lung,classical monocyte,30m,30m 10x,607_30m 10x,22
608_30m 10x,lung,intermediate monocyte,30m,30m 10x,608_30m 10x,22
609_30m 10x,lung,lung macrophage,30m,30m 10x,609_30m 10x,20
610_30m 10x,lung,mature NK T cell,30m,30m 10x,610_30m 10x,1
611_30m 10x,lung,myeloid dendritic cell,30m,30m 10x,611_30m 10x,18
612_30m 10x,lung,NK cell,30m,30m 10x,612_30m 10x,30
613_30m 10x,lung,non-classical monocyte,30m,30m 10x,613_30m 10x,22
614_30m 10x,lung,regulatory T cell,30m,30m 10x,614_30m 10x,1
615_30m 10x,lung,T cell,30m,30m 10x,615_30m 10x,1
616_30m 10x,lung,vein endothelial cell,30m,30m 10x,616_30m 10x,0
617_3m 10x,lung,adventitial cell,3m,3m 10x,617_3m 10x,5
618_3m 10x,lung,alveolar macrophage,3m,3m 10x,618_3m 10x,20
619_3m 10x,lung,B cell,3m,3m 10x,619_3m 10x,8
620_3m 10x,lung,bronchial smooth muscle cell,3m,3m 10x,620_3m 10x,0
621_3m 10x,lung,CD4-positive  alpha-beta T cell,3m,3m 10x,621_3m 10x,1
622_3m 10x,lung,CD8-positive  alpha-beta T cell,3m,3m 10x,622_3m 10x,1
623_3m 10x,lung,ciliated columnar cell of tracheobronchial tree,3m,3m 10x,623_3m 10x,7
624_3m 10x,lung,classical monocyte,3m,3m 10x,624_3m 10x,22
625_3m 10x,lung,fibroblast of lung,3m,3m 10x,625_3m 10x,5
626_3m 10x,lung,myeloid dendritic cell,3m,3m 10x,626_3m 10x,18
627_3m 10x,lung,NK cell,3m,3m 10x,627_3m 10x,30
628_3m 10x,lung,non-classical monocyte,3m,3m 10x,628_3m 10x,22
629_3m 10x,lung,pericyte cell,3m,3m 10x,629_3m 10x,12
630_3m 10x,lung,pulmonary interstitial fibroblast,3m,3m 10x,630_3m 10x,4
631_3m 10x,lung,type II pneumocyte,3m,3m 10x,631_3m 10x,7
632_18m 10x,mammary_gland,B cell,18m,18m 10x,632_18m 10x,8
633_18m 10x,mammary_gland,basal cell,18m,18m 10x,633_18m 10x,7
634_18m 10x,mammary_gland,endothelial cell,18m,18m 10x,634_18m 10x,0
635_18m 10x,mammary_gland,luminal epithelial cell of mammary gland,18m,18m 10x,635_18m 10x,7
636_18m 10x,mammary_gland,macrophage,18m,18m 10x,636_18m 10x,20
637_18m 10x,mammary_gland,stromal cell,18m,18m 10x,637_18m 10x,5
638_18m 10x,mammary_gland,T cell,18m,18m 10x,638_18m 10x,1
639_21m 10x,mammary_gland,B cell,21m,21m 10x,639_21m 10x,8
640_21m 10x,mammary_gland,basal cell,21m,21m 10x,640_21m 10x,7
641_21m 10x,mammary_gland,endothelial cell,21m,21m 10x,641_21m 10x,0
642_21m 10x,mammary_gland,luminal epithelial cell of mammary gland,21m,21m 10x,642_21m 10x,7
643_21m 10x,mammary_gland,macrophage,21m,21m 10x,643_21m 10x,20
644_21m 10x,mammary_gland,stromal cell,21m,21m 10x,644_21m 10x,5
645_21m 10x,mammary_gland,T cell,21m,21m 10x,645_21m 10x,1
646_3m 10x,mammary_gland,B cell,3m,3m 10x,646_3m 10x,8
647_3m 10x,mammary_gland,basal cell,3m,3m 10x,647_3m 10x,7
648_3m 10x,mammary_gland,endothelial cell,3m,3m 10x,648_3m 10x,0
649_3m 10x,mammary_gland,luminal epithelial cell of mammary gland,3m,3m 10x,649_3m 10x,7
650_3m 10x,mammary_gland,macrophage,3m,3m 10x,650_3m 10x,20
651_3m 10x,mammary_gland,stromal cell,3m,3m 10x,651_3m 10x,5
652_3m 10x,mammary_gland,T cell,3m,3m 10x,652_3m 10x,1
653_18m 10x,marrow,erythroblast,18m,18m 10x,653_18m 10x,29
654_18m 10x,marrow,granulocyte,18m,18m 10x,654_18m 10x,21
655_18m 10x,marrow,granulocytopoietic cell,18m,18m 10x,655_18m 10x,9
656_18m 10x,marrow,hematopoietic precursor cell,18m,18m 10x,656_18m 10x,3
657_18m 10x,marrow,immature B cell,18m,18m 10x,657_18m 10x,29
658_18m 10x,marrow,late pro-B cell,18m,18m 10x,658_18m 10x,32
659_18m 10x,marrow,macrophage,18m,18m 10x,659_18m 10x,9
660_18m 10x,marrow,megakaryocyte-erythroid progenitor cell,18m,18m 10x,660_18m 10x,9
661_18m 10x,marrow,monocyte,18m,18m 10x,661_18m 10x,22
662_18m 10x,marrow,naive B cell,18m,18m 10x,662_18m 10x,9
663_18m 10x,marrow,naive T cell,18m,18m 10x,663_18m 10x,9
664_18m 10x,marrow,precursor B cell,18m,18m 10x,664_18m 10x,18
665_18m 10x,marrow,proerythroblast,18m,18m 10x,665_18m 10x,21
666_18m 10x,marrow,promonocyte,18m,18m 10x,666_18m 10x,9
667_1m 10x,marrow,erythroblast,1m,1m 10x,667_1m 10x,29
668_1m 10x,marrow,granulocyte,1m,1m 10x,668_1m 10x,21
669_1m 10x,marrow,granulocytopoietic cell,1m,1m 10x,669_1m 10x,29
670_1m 10x,marrow,hematopoietic precursor cell,1m,1m 10x,670_1m 10x,3
671_1m 10x,marrow,immature B cell,1m,1m 10x,671_1m 10x,29
672_1m 10x,marrow,macrophage,1m,1m 10x,672_1m 10x,9
673_1m 10x,marrow,megakaryocyte-erythroid progenitor cell,1m,1m 10x,673_1m 10x,9
674_1m 10x,marrow,monocyte,1m,1m 10x,674_1m 10x,22
675_1m 10x,marrow,naive B cell,1m,1m 10x,675_1m 10x,9
676_1m 10x,marrow,naive T cell,1m,1m 10x,676_1m 10x,9
677_1m 10x,marrow,precursor B cell,1m,1m 10x,677_1m 10x,18
678_1m 10x,marrow,proerythroblast,1m,1m 10x,678_1m 10x,21
679_1m 10x,marrow,promonocyte,1m,1m 10x,679_1m 10x,9
680_21m 10x,marrow,erythroblast,21m,21m 10x,680_21m 10x,29
681_21m 10x,marrow,granulocyte,21m,21m 10x,681_21m 10x,21
682_21m 10x,marrow,granulocytopoietic cell,21m,21m 10x,682_21m 10x,9
683_21m 10x,marrow,hematopoietic precursor cell,21m,21m 10x,683_21m 10x,3
684_21m 10x,marrow,late pro-B cell,21m,21m 10x,684_21m 10x,32
685_21m 10x,marrow,macrophage,21m,21m 10x,685_21m 10x,9
686_21m 10x,marrow,megakaryocyte-erythroid progenitor cell,21m,21m 10x,686_21m 10x,9
687_21m 10x,marrow,monocyte,21m,21m 10x,687_21m 10x,22
688_21m 10x,marrow,naive B cell,21m,21m 10x,688_21m 10x,9
689_21m 10x,marrow,naive T cell,21m,21m 10x,689_21m 10x,9
690_21m 10x,marrow,NK cell,21m,21m 10x,690_21m 10x,21
691_21m 10x,marrow,precursor B cell,21m,21m 10x,691_21m 10x,18
692_21m 10x,marrow,proerythroblast,21m,21m 10x,692_21m 10x,21
693_21m 10x,marrow,promonocyte,21m,21m 10x,693_21m 10x,9
694_24m 10x,marrow,erythroblast,24m,24m 10x,694_24m 10x,29
695_24m 10x,marrow,erythroid progenitor,24m,24m 10x,695_24m 10x,8
696_24m 10x,marrow,granulocyte,24m,24m 10x,696_24m 10x,21
697_24m 10x,marrow,granulocytopoietic cell,24m,24m 10x,697_24m 10x,29
698_24m 10x,marrow,hematopoietic precursor cell,24m,24m 10x,698_24m 10x,1
699_24m 10x,marrow,immature B cell,24m,24m 10x,699_24m 10x,29
700_24m 10x,marrow,late pro-B cell,24m,24m 10x,700_24m 10x,32
701_24m 10x,marrow,macrophage,24m,24m 10x,701_24m 10x,9
702_24m 10x,marrow,megakaryocyte-erythroid progenitor cell,24m,24m 10x,702_24m 10x,9
703_24m 10x,marrow,monocyte,24m,24m 10x,703_24m 10x,22
704_24m 10x,marrow,naive B cell,24m,24m 10x,704_24m 10x,9
705_24m 10x,marrow,naive T cell,24m,24m 10x,705_24m 10x,9
706_24m 10x,marrow,plasma cell,24m,24m 10x,706_24m 10x,13
707_24m 10x,marrow,precursor B cell,24m,24m 10x,707_24m 10x,18
708_24m 10x,marrow,proerythroblast,24m,24m 10x,708_24m 10x,21
709_24m 10x,marrow,promonocyte,24m,24m 10x,709_24m 10x,9
710_30m 10x,marrow,basophil,30m,30m 10x,710_30m 10x,29
711_30m 10x,marrow,erythroblast,30m,30m 10x,711_30m 10x,29
712_30m 10x,marrow,granulocyte,30m,30m 10x,712_30m 10x,21
713_30m 10x,marrow,granulocytopoietic cell,30m,30m 10x,713_30m 10x,29
714_30m 10x,marrow,hematopoietic precursor cell,30m,30m 10x,714_30m 10x,1
715_30m 10x,marrow,immature B cell,30m,30m 10x,715_30m 10x,29
716_30m 10x,marrow,late pro-B cell,30m,30m 10x,716_30m 10x,32
717_30m 10x,marrow,macrophage,30m,30m 10x,717_30m 10x,9
718_30m 10x,marrow,megakaryocyte-erythroid progenitor cell,30m,30m 10x,718_30m 10x,9
719_30m 10x,marrow,monocyte,30m,30m 10x,719_30m 10x,22
720_30m 10x,marrow,naive B cell,30m,30m 10x,720_30m 10x,9
721_30m 10x,marrow,naive T cell,30m,30m 10x,721_30m 10x,9
722_30m 10x,marrow,NK cell,30m,30m 10x,722_30m 10x,21
723_30m 10x,marrow,plasma cell,30m,30m 10x,723_30m 10x,20
724_30m 10x,marrow,precursor B cell,30m,30m 10x,724_30m 10x,18
725_30m 10x,marrow,proerythroblast,30m,30m 10x,725_30m 10x,21
726_30m 10x,marrow,promonocyte,30m,30m 10x,726_30m 10x,9
727_3m 10x,marrow,erythroblast,3m,3m 10x,727_3m 10x,29
728_3m 10x,marrow,granulocyte,3m,3m 10x,728_3m 10x,21
729_3m 10x,marrow,granulocytopoietic cell,3m,3m 10x,729_3m 10x,9
730_3m 10x,marrow,hematopoietic precursor cell,3m,3m 10x,730_3m 10x,1
731_3m 10x,marrow,late pro-B cell,3m,3m 10x,731_3m 10x,32
732_3m 10x,marrow,macrophage,3m,3m 10x,732_3m 10x,9
733_3m 10x,marrow,megakaryocyte-erythroid progenitor cell,3m,3m 10x,733_3m 10x,9
734_3m 10x,marrow,monocyte,3m,3m 10x,734_3m 10x,22
735_3m 10x,marrow,naive B cell,3m,3m 10x,735_3m 10x,9
736_3m 10x,marrow,naive T cell,3m,3m 10x,736_3m 10x,9
737_3m 10x,marrow,plasma cell,3m,3m 10x,737_3m 10x,20
738_3m 10x,marrow,precursor B cell,3m,3m 10x,738_3m 10x,18
739_3m 10x,marrow,proerythroblast,3m,3m 10x,739_3m 10x,21
740_3m 10x,marrow,promonocyte,3m,3m 10x,740_3m 10x,9
741_18m 10x,pancreas,endothelial cell,18m,18m 10x,741_18m 10x,0
742_18m 10x,pancreas,leukocyte,18m,18m 10x,742_18m 10x,13
743_18m 10x,pancreas,pancreatic A cell,18m,18m 10x,743_18m 10x,28
744_18m 10x,pancreas,pancreatic B cell,18m,18m 10x,744_18m 10x,28
745_18m 10x,pancreas,pancreatic D cell,18m,18m 10x,745_18m 10x,28
746_18m 10x,pancreas,pancreatic ductal cel,18m,18m 10x,746_18m 10x,7
747_18m 10x,pancreas,pancreatic PP cell,18m,18m 10x,747_18m 10x,28
748_21m 10x,pancreas,leukocyte,21m,21m 10x,748_21m 10x,8
749_21m 10x,pancreas,pancreatic A cell,21m,21m 10x,749_21m 10x,28
750_21m 10x,pancreas,pancreatic acinar cell,21m,21m 10x,750_21m 10x,3
751_21m 10x,pancreas,pancreatic B cell,21m,21m 10x,751_21m 10x,28
752_21m 10x,pancreas,pancreatic D cell,21m,21m 10x,752_21m 10x,28
753_30m 10x,pancreas,leukocyte,30m,30m 10x,753_30m 10x,3
754_30m 10x,pancreas,pancreatic A cell,30m,30m 10x,754_30m 10x,28
755_30m 10x,pancreas,pancreatic acinar cell,30m,30m 10x,755_30m 10x,3
756_30m 10x,pancreas,pancreatic B cell,30m,30m 10x,756_30m 10x,28
757_30m 10x,pancreas,pancreatic D cell,30m,30m 10x,757_30m 10x,28
758_30m 10x,pancreas,pancreatic ductal cel,30m,30m 10x,758_30m 10x,7
759_18m 10x,skin,basal cell of epidermis,18m,18m 10x,759_18m 10x,23
760_21m 10x,skin,basal cell of epidermis,21m,21m 10x,760_21m 10x,23
761_21m 10x,skin,epidermal cell,21m,21m 10x,761_21m 10x,23
762_21m 10x,skin,keratinocyte stem cell,21m,21m 10x,762_21m 10x,7
763_21m 10x,skin,stem cell of epidermis,21m,21m 10x,763_21m 10x,23
764_21m 10x,skin,T cell,21m,21m 10x,764_21m 10x,1
765_18m 10x,spleen,B cell,18m,18m 10x,765_18m 10x,8
766_18m 10x,spleen,macrophage,18m,18m 10x,766_18m 10x,18
767_18m 10x,spleen,mature NK T cell,18m,18m 10x,767_18m 10x,1
768_18m 10x,spleen,NK cell,18m,18m 10x,768_18m 10x,30
769_18m 10x,spleen,plasma cell,18m,18m 10x,769_18m 10x,32
770_18m 10x,spleen,proerythroblast,18m,18m 10x,770_18m 10x,22
771_18m 10x,spleen,T cell,18m,18m 10x,771_18m 10x,1
772_1m 10x,spleen,B cell,1m,1m 10x,772_1m 10x,8
773_1m 10x,spleen,macrophage,1m,1m 10x,773_1m 10x,18
774_1m 10x,spleen,mature NK T cell,1m,1m 10x,774_1m 10x,1
775_1m 10x,spleen,NK cell,1m,1m 10x,775_1m 10x,30
776_1m 10x,spleen,proerythroblast,1m,1m 10x,776_1m 10x,22
777_1m 10x,spleen,T cell,1m,1m 10x,777_1m 10x,1
778_21m 10x,spleen,B cell,21m,21m 10x,778_21m 10x,8
779_21m 10x,spleen,granulocyte,21m,21m 10x,779_21m 10x,21
780_21m 10x,spleen,macrophage,21m,21m 10x,780_21m 10x,18
781_21m 10x,spleen,mature NK T cell,21m,21m 10x,781_21m 10x,1
782_21m 10x,spleen,NK cell,21m,21m 10x,782_21m 10x,30
783_21m 10x,spleen,plasma cell,21m,21m 10x,783_21m 10x,32
784_21m 10x,spleen,proerythroblast,21m,21m 10x,784_21m 10x,22
785_21m 10x,spleen,T cell,21m,21m 10x,785_21m 10x,1
786_24m 10x,spleen,B cell,24m,24m 10x,786_24m 10x,8
787_24m 10x,spleen,erythroblast,24m,24m 10x,787_24m 10x,14
788_24m 10x,spleen,granulocyte,24m,24m 10x,788_24m 10x,21
789_24m 10x,spleen,macrophage,24m,24m 10x,789_24m 10x,18
790_24m 10x,spleen,mature NK T cell,24m,24m 10x,790_24m 10x,1
791_24m 10x,spleen,megakaryocyte-erythroid progenitor cell,24m,24m 10x,791_24m 10x,29
792_24m 10x,spleen,NK cell,24m,24m 10x,792_24m 10x,30
793_24m 10x,spleen,plasma cell,24m,24m 10x,793_24m 10x,32
794_24m 10x,spleen,proerythroblast,24m,24m 10x,794_24m 10x,22
795_24m 10x,spleen,T cell,24m,24m 10x,795_24m 10x,1
796_30m 10x,spleen,B cell,30m,30m 10x,796_30m 10x,8
797_30m 10x,spleen,erythroblast,30m,30m 10x,797_30m 10x,14
798_30m 10x,spleen,granulocyte,30m,30m 10x,798_30m 10x,21
799_30m 10x,spleen,macrophage,30m,30m 10x,799_30m 10x,18
800_30m 10x,spleen,macrophage dendritic cell progenitor,30m,30m 10x,800_30m 10x,18
801_30m 10x,spleen,mature NK T cell,30m,30m 10x,801_30m 10x,1
802_30m 10x,spleen,megakaryocyte-erythroid progenitor cell,30m,30m 10x,802_30m 10x,29
803_30m 10x,spleen,NK cell,30m,30m 10x,803_30m 10x,30
804_30m 10x,spleen,plasma cell,30m,30m 10x,804_30m 10x,32
805_30m 10x,spleen,proerythroblast,30m,30m 10x,805_30m 10x,9
806_30m 10x,spleen,T cell,30m,30m 10x,806_30m 10x,1
807_3m 10x,spleen,B cell,3m,3m 10x,807_3m 10x,8
808_3m 10x,spleen,macrophage,3m,3m 10x,808_3m 10x,18
809_3m 10x,spleen,macrophage dendritic cell progenitor,3m,3m 10x,809_3m 10x,18
810_3m 10x,spleen,mature NK T cell,3m,3m 10x,810_3m 10x,1
811_3m 10x,spleen,NK cell,3m,3m 10x,811_3m 10x,30
812_3m 10x,spleen,proerythroblast,3m,3m 10x,812_3m 10x,22
813_3m 10x,spleen,T cell,3m,3m 10x,813_3m 10x,1
814_18m 10x,thymus,DN3 thymocyte,18m,18m 10x,814_18m 10x,31
815_18m 10x,thymus,DN4 thymocyte,18m,18m 10x,815_18m 10x,1
816_18m 10x,thymus,double negative T cell,18m,18m 10x,816_18m 10x,1
817_18m 10x,thymus,immature T cell,18m,18m 10x,817_18m 10x,31
818_18m 10x,thymus,professional antigen presenting cell,18m,18m 10x,818_18m 10x,8
819_18m 10x,thymus,thymocyte,18m,18m 10x,819_18m 10x,9
820_21m 10x,thymus,DN3 thymocyte,21m,21m 10x,820_21m 10x,31
821_21m 10x,thymus,DN4 thymocyte,21m,21m 10x,821_21m 10x,1
822_21m 10x,thymus,double negative T cell,21m,21m 10x,822_21m 10x,1
823_21m 10x,thymus,immature T cell,21m,21m 10x,823_21m 10x,31
824_21m 10x,thymus,professional antigen presenting cell,21m,21m 10x,824_21m 10x,8
825_21m 10x,thymus,thymocyte,21m,21m 10x,825_21m 10x,9
826_24m 10x,thymus,DN4 thymocyte,24m,24m 10x,826_24m 10x,1
827_24m 10x,thymus,professional antigen presenting cell,24m,24m 10x,827_24m 10x,8
828_3m 10x,thymus,DN3 thymocyte,3m,3m 10x,828_3m 10x,31
829_3m 10x,thymus,DN4 thymocyte,3m,3m 10x,829_3m 10x,1
830_3m 10x,thymus,double negative T cell,3m,3m 10x,830_3m 10x,1
831_3m 10x,thymus,immature T cell,3m,3m 10x,831_3m 10x,31
832_3m 10x,thymus,thymocyte,3m,3m 10x,832_3m 10x,9
833_18m 10x,tongue,basal cell of epidermis,18m,18m 10x,833_18m 10x,23
834_18m 10x,tongue,keratinocyte,18m,18m 10x,834_18m 10x,23
835_1m 10x,tongue,basal cell of epidermis,1m,1m 10x,835_1m 10x,23
836_1m 10x,tongue,keratinocyte,1m,1m 10x,836_1m 10x,23
837_24m 10x,tongue,basal cell of epidermis,24m,24m 10x,837_24m 10x,23
838_24m 10x,tongue,keratinocyte,24m,24m 10x,838_24m 10x,23
839_24m 10x,tongue,Langerhans cell,24m,24m 10x,839_24m 10x,20
840_3m 10x,tongue,basal cell of epidermis,3m,3m 10x,840_3m 10x,23
841_3m 10x,tongue,keratinocyte,3m,3m 10x,841_3m 10x,23
842_3m 10x,tongue,Langerhans cell,3m,3m 10x,842_3m 10x,20
843_3m 10x,trachea,basal epithelial cell of tracheobronchial tree,3m,3m 10x,843_3m 10x,7
844_3m 10x,trachea,blood cell,3m,3m 10x,844_3m 10x,20
845_3m 10x,trachea,chondrocyte,3m,3m 10x,845_3m 10x,4
846_3m 10x,trachea,endothelial cell,3m,3m 10x,846_3m 10x,0
847_3m 10x,trachea,epithelial cell,3m,3m 10x,847_3m 10x,7
848_3m 10x,trachea,fibroblast,3m,3m 10x,848_3m 10x,4
849_3m 10x,trachea,granulocyte,3m,3m 10x,849_3m 10x,20
850_3m 10x,trachea,macrophage,3m,3m 10x,850_3m 10x,20
851_3m 10x,trachea,mesenchymal cell,3m,3m 10x,851_3m 10x,4
852_3m 10x,trachea,mesenchymal progenitor cell,3m,3m 10x,852_3m 10x,5
853_3m 10x,trachea,neuroendocrine cell,3m,3m 10x,853_3m 10x,24
854_3m 10x,trachea,smooth muscle cell of trachea,3m,3m 10x,854_3m 10x,24
